Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1498,11525051,Ensemble,"2024-01-27 18:06:06",0.88544,15,"iitm21f3000174,indranil98"
1499,11472859,"L. Alexander W.","2024-01-22 17:54:25",0.88543,1,lalexanderw
1500,11461256,"tommy millie","2024-01-27 07:15:56",0.88543,42,tommymillie
1501,11505615,Abhijit89Kumar,"2024-01-26 19:23:53",0.88543,7,abhijit89kumar
1502,11491053,loya_ai,"2024-01-15 15:16:10",0.88542,8,loyaai
1503,11463771,"Sherlock Watson","2024-01-03 16:23:12",0.88542,4,akshatshaw
1504,11473515,"Satoshi U","2024-01-13 06:05:39",0.88541,2,satoshiyukumoto
1505,11517988,eureka2019,"2024-01-22 05:01:53",0.88541,4,eureka2019
1506,11487420,Matteo_37,"2024-01-18 17:46:15",0.88540,9,matteo37
1507,11470331,"Joseph Ngota Chilo","2024-01-12 15:55:19",0.88540,8,josephngotachilo
1508,11479318,"Adam Michalak","2024-01-25 10:34:27",0.88539,2,adammichalak94
1509,11467871,"Adrian Li","2024-01-09 00:22:22",0.88539,2,adrianlioao
1510,11462292,"sinai sacharen","2024-01-14 18:20:07",0.88539,8,sinaisacharen
1511,11485299,ahj1592,"2024-01-18 10:45:10",0.88538,1,ahj1592
1512,11461165,杉山直輝,"2024-01-03 05:50:29",0.88538,1,mikoto14
1513,11466383,"anmol singh","2024-01-03 21:46:23",0.88538,3,anmolsingh1902
1514,11463707,"Eren GEMİCİ","2024-01-02 15:15:45",0.88538,1,erengemc
1515,11511251,Sautkin,"2024-01-20 04:47:59",0.88538,1,sautkin
1516,11513710,"Casper Beel","2024-01-27 17:44:36",0.88538,2,casperbeel
1517,11471859,"Udeshya Raj","2024-01-04 15:38:23",0.88537,2,udeshyaraj
1518,11503180,"Chinmay Choudhary","2024-01-23 18:49:24",0.88537,5,chinmayc3
1519,11463475,"Conrad Kleykamp","2024-01-09 19:05:10",0.88537,1,conradkleykamp
1520,11471564,"Aditya Jaiswal","2024-01-04 14:46:32",0.88537,1,aditya5400
1521,11493170,PratikshaR27,"2024-01-10 06:48:22",0.88537,2,pratikshar27
1522,11493168,"Sahil Dabas","2024-01-10 06:59:31",0.88537,2,sahildabas
1523,11497489,"Sidharth Nandal","2024-01-11 05:16:53",0.88537,1,sidharthnandal
1524,11493176,saleem12345,"2024-01-17 19:00:15",0.88537,1,saleem12345
1525,11464144,"Anvai Shrivastava","2024-01-16 14:11:09",0.88537,37,anvaishrivastava
1526,11542660,Sorndus,"2024-01-24 12:36:05",0.88536,9,sorndus
1527,11488714,sampathsomayajula,"2024-01-24 10:03:04",0.88536,1,sampathsomayajula
1528,11468608,AnpAn_Men,"2024-01-03 23:43:01",0.88536,1,anpanmen
1529,11469054,OK,"2024-01-21 12:42:38",0.88536,1,omarkabouri
1530,11504565,chalseee,"2024-01-23 09:02:05",0.88535,4,chalseo
1531,11540068,pks001,"2024-01-21 19:39:19",0.88535,1,pks001
1532,11472610,JG,"2024-01-27 15:08:11",0.88534,6,jimmybunter01
1533,11559220,"Antonio Flores","2024-01-26 22:57:42",0.88534,6,antonioflores
1534,11560195,Lappp123,"2024-01-27 14:35:32",0.88534,1,lappp123
1535,11467239,"Fatma Nur ÇETİNTÜRK","2024-01-18 11:30:23",0.88534,24,fatmanurcetnturk
1536,11469367,IamKittitat,"2024-01-06 04:50:21",0.88533,15,kittitattuntisak
1537,11496222,"Alok Raj Sidhaarth","2024-01-15 07:56:23",0.88533,16,alokrajsidhaarth
1538,11489743,"Ayesha Binte Mostofa","2024-01-09 13:11:50",0.88533,4,ayeshabintemostofa
1539,11551937,fukumimi,"2024-01-27 06:26:55",0.88533,4,fukumimi
1540,11460979,Atharva,"2024-01-25 06:52:41",0.88532,8,atharva0577
1541,11483669,Austin,"2024-01-26 20:34:07",0.88532,4,ausmreed
1542,11523242,TylerAJones,"2024-01-25 23:32:15",0.88532,1,tylerajones
1543,11486235,"Mathieu Preux","2024-01-08 15:19:49",0.88532,3,mathieupreux
1544,11538251,"Kazuo Nishiyama","2024-01-25 15:23:04",0.88532,13,nopeet
1545,11551442,Anna,"2024-01-25 02:45:44",0.88531,1,annacaldwelloverdier
1546,11496861,PixelShooter,"2024-01-25 20:14:48",0.88531,26,pixelshooter
1547,11467255,"gabriel buchhorn","2024-01-14 21:44:07",0.88530,4,gabrielbuchhorn
1548,11493150,YashJain2580,"2024-01-12 11:36:14",0.88530,4,yashjain2580
1549,11487399,"Bohdan Tsynalievskyi","2024-01-27 08:20:07",0.88530,5,bohdantsynalievskyi
1550,11560875,"Hossein gha","2024-01-26 01:38:20",0.88530,2,hosseingha
1551,11465026,"BRYAM BLAS RIMAC","2024-01-04 03:19:25",0.88529,1,bryamblasrimac
1552,11536302,"Nikita Pilnenskiy","2024-01-21 18:47:07",0.88529,5,somacruz
1553,11489084,"Anish De","2024-01-26 06:19:40",0.88528,26,anishde5496
1554,11504200,Blohorn,"2024-01-27 17:35:40",0.88528,20,blohorn
1555,11478086,"Antonio Avella","2024-01-08 01:37:13",0.88528,4,hetman70
1556,11496286,"Irina Melchior-Blank","2024-01-18 15:35:14",0.88528,7,irinamelchiorblank
1557,11549107,ifeekes,"2024-01-25 17:18:50",0.88528,4,ifeekes
1558,11505592,"Ömer Akif Sevinç","2024-01-21 10:40:20",0.88527,8,merakifsevin
1559,11469207,agshiv92,"2024-01-23 14:49:38",0.88527,2,agshiv92
1560,11534463,SantoshAbhinav,"2024-01-27 15:01:13",0.88527,4,abhinavgembali
1561,11511152,"Paul Peppers","2024-01-25 04:36:25",0.88527,2,paulpeppers
1562,11468997,"poornika bonam","2024-01-16 05:14:09",0.88526,8,poornikabonam
1563,11469879,"Sebastian Eggers","2024-01-18 19:04:15",0.88526,5,sebastianeggers
1564,11474353,"Anand Tiwari","2024-01-12 14:14:22",0.88525,5,andy120198
1565,11468439,"Aravind Dasireddy","2024-01-23 14:30:12",0.88525,2,aravinddasireddy
1566,11480414,"Jacob Shaheen","2024-01-17 05:54:29",0.88525,1,jacobshaheen
1567,11482543,"Taha EL ALMI","2024-01-11 15:46:49",0.88524,7,tahaelalmi
1568,11553651,"Harmeet Kaur24","2024-01-25 04:02:32",0.88524,1,harmeetkaur24
1569,11474036,"daishu yamamura","2024-01-13 05:36:12",0.88523,11,daishuyamamura
1570,11469100,"Hiroki Morita0325","2024-01-04 04:36:37",0.88522,1,hirokimorita0325
1571,11512879,"Aryan Gupta","2024-01-24 17:57:31",0.88522,4,aryangupta30
1572,11521775,"Data wizards","2024-01-17 18:26:12",0.88522,1,"manmeetkaursidhu,sakshigoyal001"
1573,11522222,"Chesht Biala","2024-01-17 18:30:14",0.88522,1,cheshtbiala
1574,11524126,"Arshiya Kishore","2024-01-18 03:34:51",0.88522,1,arshiyakishore
1575,11488772,"takekawa tomoki","2024-01-09 13:48:15",0.88522,1,takekawatomoki
1576,11556363,"Panisetti Prudhviraj","2024-01-26 21:10:33",0.88521,3,panisettiprudhviraj
1577,11460853,SarahShams,"2024-01-25 20:34:13",0.88521,2,sarahshams
1578,11489954,"Clavin D'souza","2024-01-28 09:05:46",0.88520,4,kuroganedecimo
1579,11540351,"Ihsan BT","2024-01-24 13:56:38",0.88519,4,ihsanbt
1580,11463143,"hmikram info","2024-01-04 14:55:02",0.88519,1,hmikraminfo
1581,11465592,_jiewan_456,"2024-01-04 08:17:37",0.88519,5,jiewan456
1582,11549722,"Pedro Franke","2024-01-25 20:52:18",0.88518,5,pedrofranke
1583,11554595,"Mohammad Hosseini","2024-01-24 17:59:54",0.88518,1,mbhosseini70
1584,11502951,BartoszSz,"2024-01-23 10:11:27",0.88518,1,bartoszsz
1585,11494436,Hayashi_Ren,"2024-01-28 10:55:53",0.88517,3,"hayashiren,keiyaazuuma"
1586,11558956,"Zean Ni","2024-01-25 16:43:33",0.88517,1,sexynzh
1587,11552085,Hew,"2024-01-24 09:43:41",0.88517,5,hewhew
1588,11476713,"Vladislav Shevchenko","2024-01-06 20:19:38",0.88517,4,neopoleones
1589,11494465,"Nauman Rasheed","2024-01-17 09:55:49",0.88516,3,naumanrasheed
1590,11470684,"de Beaver","2024-01-19 11:34:18",0.88516,3,debeaver
1591,11551740,IkTech,"2024-01-25 02:45:30",0.88516,5,alhafizhi18
1592,11562752,"Niyar R Barman","2024-01-27 18:08:50",0.88515,6,niyarrbarman
1593,11530084,TalloAiiiii,"2024-01-21 03:43:50",0.88515,9,talloaiiiii
1594,11508314,Kazzzuu,"2024-01-14 08:24:25",0.88514,2,"kaguru01,kazzzuu"
1595,11468536,"Пластинина Валентина","2024-01-07 12:44:22",0.88514,7,vaplast
1596,11490622,kenyeung.tech,"2024-01-09 18:27:12",0.88514,4,kenyeungtech
1597,11510910,"Tyrus Teo","2024-01-17 09:53:43",0.88514,7,yeekangteo
1598,11535693,"Bertrand Guillaume","2024-01-23 13:47:24",0.88513,11,bertrandguillaume
1599,11506580,"Md.Shariar Emon Shaikat","2024-01-13 23:56:37",0.88513,2,mdshariaremonshaikat
1600,11520791,"Dhruv Gupta","2024-01-17 12:02:33",0.88513,1,dhruv5775
1601,11532295,"Mohsen Ghahremani","2024-01-27 10:02:30",0.88513,6,mohsenghahremani
1602,11468835,"Aryan Kumar","2024-01-26 19:41:06",0.88512,6,aryan7004
1603,11493738,"Aninda Goswamy","2024-01-10 09:01:05",0.88512,2,aninda
1604,11469720,"Sergii Kryvenko","2024-01-08 13:35:28",0.88512,11,krivenkozz
1605,11565128,devour,"2024-01-28 09:39:06",0.88512,6,f0rw4rd
1606,11462261,cleanupDev,"2024-01-05 09:10:33",0.88512,13,pythonphilip
1607,11481282,"Naimish Bhoi","2024-01-27 19:50:11",0.88511,2,naimishbhoi
1608,11495757,"Anshuman Debashis","2024-01-17 12:59:57",0.88511,10,anshumandebashis
1609,11525949,T.Okada,"2024-01-28 11:33:54",0.88510,30,drmnfgc3nxht
1610,11534842,MMI,"2024-01-26 08:07:35",0.88510,2,sharmilal
1611,11477414,"Wahaj Sayyed","2024-01-07 14:18:55",0.88509,3,wahajsayyed
1612,11543081,ML_UseCase,"2024-01-26 15:45:37",0.88508,1,"jasminerahimi,rosbodnar"
1613,11462510,"Alp Deniz","2024-01-04 15:00:23",0.88507,3,alpdeniz
1614,11494854,Swaraj,"2024-01-11 09:42:20",0.88507,2,skv1436
1615,11474323,"sourav kumar sinha57","2024-01-06 11:31:02",0.88506,4,souravkumarsinha57
1616,11465874,"amir iqbal","2024-01-08 12:03:49",0.88506,2,mamiriqbal
1617,11491509,"Yash Sharma","2024-01-21 17:01:01",0.88505,4,yashsharma1216
1618,11477174,tfiamietsh,"2024-01-10 06:39:16",0.88505,11,dinislamgaraev
1619,11519412,"Arjun Bhammar","2024-01-17 07:22:34",0.88505,2,arjunbhammar
1620,11498387,"Nicholas Horsford","2024-01-14 13:50:23",0.88505,5,nicholashorsford
1621,11542114,Winter_Soldier,"2024-01-22 18:16:56",0.88505,5,iamlokesh
1622,11480118,"Louis CLÉRIOT","2024-01-28 01:31:43",0.88505,10,louisclriot
1623,11474822,"Aman Mukati","2024-01-05 13:51:02",0.88505,3,amanmukati
1624,11521935,"Ryan Vagle","2024-01-18 00:12:17",0.88505,3,ryanvagle
1625,11522821,"Roberto Renna","2024-01-23 21:58:38",0.88504,9,robertorenna
1626,11536640,"Oliver Adiele","2024-01-21 22:24:12",0.88503,1,oliveradiele
1627,11514421,"Asma Hwimli","2024-01-16 20:20:27",0.88503,5,asmahwimli
1628,11503933,"Oleg Papulov","2024-01-28 10:46:06",0.88503,4,olegpapulov
1629,11486791,"Benjamin McCloskey","2024-01-11 16:05:39",0.88503,2,benjaminmccloskey
1630,11461085,beijiayang,"2024-01-10 06:11:47",0.88502,1,beijiayang
1631,11460829,noitcA,"2024-01-03 01:14:55",0.88501,7,noitca
1632,11478519,"fajemisin adeniyi","2024-01-27 17:35:35",0.88501,11,fajemisinadeniyi
1633,11473052,Budianto,"2024-01-21 10:55:37",0.88500,27,budibudi
1634,11468798,DhawalModi,"2024-01-16 05:20:30",0.88500,5,daveconnor
1635,11540177,"PIYA BHALLA","2024-01-21 18:02:54",0.88500,1,piyabhalla
1636,11526871,jcanivete,"2024-01-19 15:41:55",0.88499,5,jcanivete
1637,11462214,"Kittipat Phunjanna","2024-01-06 08:45:19",0.88498,3,kittipatphunjanna
1638,11500634,"Rohit Deshmukh","2024-01-24 13:28:17",0.88498,13,rohitdeshmukh
1639,11517092,"Việt Pháp","2024-01-22 14:49:50",0.88497,6,vitphp
1640,11538495,paploe,"2024-01-21 16:52:31",0.88497,5,paploe
1641,11515376,"Washizu Mizuki","2024-01-23 05:38:30",0.88497,10,washizumizuki
1642,11508167,Dharun4772,"2024-01-28 05:40:54",0.88496,17,dharun4772
1643,11489656,"Tetsuya Yamazaki","2024-01-10 13:10:53",0.88495,1,tetsuyayamazaki
1644,11553628,"Sohail Ahmed","2024-01-27 08:51:46",0.88494,1,datascientistsohail
1645,11507083,silinr8,"2024-01-17 06:57:26",0.88493,9,silinr8
1646,11469154,JonathanNavarrete,"2024-01-15 20:54:53",0.88492,5,johnnyboycurtis
1647,11469059,lseongho,"2024-01-05 00:23:33",0.88491,1,lseongho
1648,11481405,tingyu516,"2024-01-22 14:02:54",0.88491,2,tingyu516
1649,11567507,"Kelly Hwang","2024-01-28 02:14:16",0.88491,8,hwangky
1650,11523129,"Jaecheol Kang","2024-01-18 06:15:52",0.88490,2,jaecheolkang
1651,11494193,"Aditya K Bhatia","2024-01-25 11:47:51",0.88489,4,adityakbhatia
1652,11491135,"Akhilesh Kolambekar","2024-01-10 07:47:39",0.88489,2,akhileshkolambekar52
1653,11467016,"sangeeth konathala","2024-01-08 19:20:31",0.88489,10,sangeethkonathala
1654,11541829,"Lachlan Gibson","2024-01-26 02:17:04",0.88488,5,lachlanjg
1655,11546095,"Maxim Chopivskyy","2024-01-24 11:59:04",0.88488,3,max420
1656,11507174,"tanmay patil","2024-01-18 19:32:49",0.88487,4,tanmaypatil77
1657,11479185,"Aaradhya Badal","2024-01-23 09:55:14",0.88487,5,aaradhyabadal
1658,11521826,"NARAYAN YADAV","2024-01-25 15:53:50",0.88486,7,narayanyadav
1659,11506908,"Chitraksh Kumar","2024-01-14 14:14:56",0.88486,4,chitraksh24
1660,11506903,MeMonarch,"2024-01-21 16:56:50",0.88486,1,"memonarch,nikitajha04"
1661,11556806,"Wren Jiang","2024-01-26 06:19:17",0.88486,1,wrenjiang
1662,11481459,AS@1801,"2024-01-24 04:59:41",0.88485,9,ashwinmali
1663,11513050,Thapar-161,"2024-01-16 13:47:33",0.88485,3,c010104
1664,11516651,"K Faure","2024-01-16 11:56:42",0.88485,1,kfaure
1665,11474363,Chhatra_Khandelwal966,"2024-01-06 19:28:38",0.88483,4,chhatrakhandelwal966
1666,11473427,"Justin Kim","2024-01-05 06:45:37",0.88482,1,justinkim1216
1667,11473348,LmipicaeC,"2024-01-06 12:14:28",0.88482,7,lmipicaec
1668,11460804,Barath@raj,"2024-01-02 14:40:53",0.88481,2,barathraj3800
1669,11471089,"Team UEC","2024-01-24 08:19:32",0.88480,2,vishnuoum
1670,11528341,"Dharam Chopda","2024-01-26 14:35:43",0.88478,2,dharamchopda
1671,11468490,"Saliha Rana Uzun","2024-01-04 20:22:33",0.88477,8,saliharanauzun
1672,11514185,"Ramjas Langdi","2024-01-17 13:40:52",0.88476,2,ramjaslangdi
1673,11512334,Samarjeet09,"2024-01-17 00:40:04",0.88476,5,samarjeet09
1674,11532214,"Roby Attoillah","2024-01-27 14:17:31",0.88475,5,byrocuy
1675,11485405,Arpita,"2024-01-27 10:58:48",0.88475,1,arpita712
1676,11468321,jonkussponklt,"2024-01-06 15:14:39",0.88474,7,jonkussponkt
1677,11484003,"Varun Guttikonda","2024-01-26 17:59:43",0.88474,6,varunguttikonda
1678,11489754,"Hiroyuki  Goto","2024-01-13 05:33:58",0.88474,2,hiroyukigoto
1679,11513752,"Dmitry Leshchev","2024-01-21 07:21:44",0.88473,3,dima123s
1680,11468553,"Zhaoliang Li","2024-01-04 03:32:43",0.88473,2,zhaoliangli
1681,11500386,JuanHerrera2000,"2024-01-16 03:21:00",0.88472,3,juanherrera2000
1682,11488315,DesolationOfSmaug,"2024-01-16 19:57:12",0.88471,17,desolationofsmaug
1683,11483400,Obliquedbishop,"2024-01-17 13:37:35",0.88470,3,obliquedbishop
1684,11534839,ttskkb,"2024-01-23 16:19:14",0.88470,9,ttskkb
1685,11541603,"Ragul Sethuraman","2024-01-23 04:28:55",0.88469,1,ragul1010101
1686,11489940,Tremendous1192,"2024-01-13 09:30:20",0.88469,12,tremendous1192
1687,11492676,"Ice - WTW","2024-01-15 01:32:33",0.88468,12,icewtw
1688,11513436,Samar_codes,"2024-01-27 20:09:10",0.88468,5,samarcodes
1689,11547685,"Yang Wit","2024-01-24 08:29:28",0.88467,5,yangwit
1690,11541372,fakedrama,"2024-01-24 07:43:13",0.88467,1,fakedrama
1691,11488586,"Ngô Minh Thái","2024-01-13 10:54:43",0.88467,12,ngminhthi
1692,11542543,"Anuj Saini","2024-01-28 07:07:16",0.88466,8,thecuriousbrain
1693,11461341,TongHwee,"2024-01-15 04:50:54",0.88466,1,tonghwee
1694,11527841,"Ivo Malinowski","2024-01-19 12:02:46",0.88465,6,ivomalinowski
1695,11523164,sltwbt,"2024-01-22 10:39:54",0.88465,5,sltwbt
1696,11553068,Towhidul.Tonmoy,"2024-01-25 09:10:53",0.88465,7,towhidultonmoy
1697,11508320,panavprasoon,"2024-01-17 10:16:06",0.88465,1,panavprasoon
1698,11495866,"Eitan Selter","2024-01-23 18:11:04",0.88464,4,eitanselter
1699,11472376,"Grant Albright","2024-01-27 01:00:24",0.88464,18,grantalbright
1700,11567412,"Vijay chandra Reddy","2024-01-28 00:09:09",0.88464,3,vijaychandrareddy
1701,11468044,"Ahmed Mohamed","2024-01-22 11:01:10",0.88460,1,ahmdmshazly
1702,11466813,"ABDULLAH LAHAJI","2024-01-03 13:30:20",0.88459,2,abdullahlahaji
1703,11535807,Professor,"2024-01-20 16:09:42",0.88459,2,victorolufemi
1704,11461426,"Umar IGAN","2024-01-09 07:51:05",0.88458,13,umar47
1705,11503842,"Alireza Falahat","2024-01-14 18:11:37",0.88458,12,alirezaze
1706,11467913,"Vsevolod Rakita","2024-01-18 15:24:53",0.88457,10,vsevolodrakita
1707,11549163,Rohan1489,"2024-01-23 14:10:56",0.88456,1,rohan1489
1708,11512888,ThaparRishav,"2024-01-27 05:54:37",0.88456,2,thaparrishav
1709,11462485,Angelinaaaaa,"2024-01-13 18:53:38",0.88456,6,angelinaaaaa
1710,11469864,"Vaibhav Bajpai","2024-01-12 11:46:26",0.88455,1,vaibhavbajpai458
1711,11485459,"Prajakta Kohinkar","2024-01-23 23:34:47",0.88455,2,prajaktakohinkar
1712,11555614,jan92,"2024-01-26 20:05:09",0.88451,2,jaloeffe92
1713,11492367,"David Darby","2024-01-16 07:47:14",0.88450,2,daviddarby
1714,11518367,"Adrian Rodriguez","2024-01-26 15:04:54",0.88450,4,adrianrdz8
1715,11560081,KettoRodriguez31,"2024-01-27 02:44:35",0.88449,3,kettorodriguez31
1716,11497109,William31415,"2024-01-17 08:28:05",0.88448,3,william1912
1717,11551613,cemoka,"2024-01-27 04:15:01",0.88448,5,cemoka
1718,11463477,datafreak1407,"2024-01-26 05:08:25",0.88445,7,devroopsaha
1719,11508273,"Swikriti Singhal","2024-01-24 11:56:38",0.88445,5,swikritisinghal
1720,11556999,"Abishek Sudarshan","2024-01-27 12:16:59",0.88442,2,abisheksudarshan
1721,11460805,"Mario Batista","2024-01-27 19:28:21",0.88441,9,mariogba
1722,11461282,"Natarajan Lalgudi","2024-01-10 05:47:22",0.88441,7,natarajanlalgudi
1723,11521874,netom27,"2024-01-28 02:40:02",0.88439,5,miltonmiranda
1724,11467134,"Oleg Polikarpov","2024-01-27 18:15:31",0.88439,7,olegpolikarpov
1725,11538058,khushiattri,"2024-01-21 17:42:55",0.88439,2,khushiattri
1726,11487243,brassmonkey,"2024-01-28 03:42:25",0.88438,7,brassmonkey381
1727,11508165,toinfinityandbeyond,"2024-01-16 08:34:00",0.88438,4,clairvoyance
1728,11466441,"Elbert Benedict","2024-01-05 13:33:49",0.88438,4,elbertbenedict
1729,11463459,Anopsy,"2024-01-15 13:54:04",0.88438,7,anopsy
1730,11487714,"Jeremy H","2024-01-25 00:28:54",0.88436,19,jeremyhaakenson
1731,11474870,"Favian Sulthan Wafi","2024-01-12 06:49:53",0.88435,9,faviansulthanwafi
1732,11543651,ImCyric,"2024-01-23 13:20:26",0.88433,2,imcyric
1733,11544093,"Motoki Tano","2024-01-22 14:46:18",0.88433,1,motokitano
1734,11495141,"Jiachuan Liu","2024-01-17 10:33:03",0.88432,7,jiachuanliu
1735,11464800,"Tyl3rDurd3n ","2024-01-04 00:11:55",0.88432,1,spac84
1736,11496675,"Halyna Kovalenko","2024-01-17 20:52:11",0.88432,3,halynakovalenko
1737,11535194,ShivamVerma,"2024-01-21 13:56:52",0.88432,1,shivamvermathapar
1738,11461698,"Raihan Zaki","2024-01-04 15:12:26",0.88429,3,raihanzaki
1739,11563137,dshukiraliyev,"2024-01-26 16:51:36",0.88429,2,dshukiraliyev
1740,11554871,"Vijay Rama Raju U","2024-01-25 16:59:02",0.88429,2,vijayramarajuu
1741,11529021,Siddartha007,"2024-01-18 22:55:31",0.88427,2,siddartha007
1742,11554456,"Chirag Sanadhya","2024-01-27 13:47:26",0.88426,6,chiragsanadhya
1743,11520712,"Saurav Sabu","2024-01-27 17:06:14",0.88425,17,sauravsabu
1744,11502156,"Vinay kashyap52","2024-01-16 06:56:12",0.88424,1,vinaykashyap52
1745,11467585,ZhaoChaoqun,"2024-01-10 12:13:28",0.88423,6,zhaochaoqun
1746,11567761,Chaichai711,"2024-01-28 07:53:49",0.88422,4,chaichai711
1747,11565608,clee48,"2024-01-28 00:34:52",0.88422,4,clee48
1748,11480549,"Alfian Khofi","2024-01-07 04:43:51",0.88422,2,alfiankhofi
1749,11493193,PRERNASINHA15,"2024-01-11 05:35:17",0.88421,2,prernasinha15
1750,11513520,Sunjiayang,"2024-01-16 10:48:16",0.88421,10,sunjiayang090
1751,11516863,nikhilchadha1537,"2024-01-16 15:02:02",0.88421,2,nikhilchadha1537
1752,11505340,"Jordan Friedland","2024-01-27 22:56:39",0.88420,6,jbfriedland
1753,11460701,"Claas Beger","2024-01-22 03:15:05",0.88419,22,claasbeger
1754,11467711,"Chijioke Ubajaka","2024-01-03 23:58:06",0.88416,2,ubajakacj
1755,11494030,MJHope,"2024-01-17 05:19:32",0.88415,1,creativeminds
1756,11537212,"Audrey Boslego","2024-01-28 07:06:23",0.88415,7,audreyboslego
1757,11465484,Yogesh,"2024-01-22 15:28:30",0.88414,26,yogeshkb
1758,11519944,"Kavindu Warnakulasuriya","2024-01-26 06:18:12",0.88414,1,uom200694g
1759,11471513,"Stefan Weimann","2024-01-05 15:21:09",0.88412,4,stefanweimann
1760,11532201,"Brandon Kirincich","2024-01-27 18:34:20",0.88412,2,brandonkirincich
1761,11560306,"Felipe Monteiro","2024-01-25 22:25:42",0.88412,1,felipemonteiro
1762,11501899,"Vladislav Kulikov","2024-01-12 06:55:43",0.88412,3,evgeniionegin
1763,11512544,"Ayush Bisht1","2024-01-23 11:46:19",0.88412,12,ayushbisht1
1764,11490180,"Soham Shaw","2024-01-20 07:57:53",0.88411,1,sohamshaw
1765,11489355,Abhinavvvvv_vvvvv,"2024-01-09 09:56:15",0.88411,1,abhinavvvvvvvvvv
1766,11464722,"Eagle Beats","2024-01-21 00:27:28",0.88411,12,eaglebeats
1767,11486478,"Sujan D Kripa Das","2024-01-14 14:28:21",0.88409,2,sujandkripadas
1768,11500135,"Dimitrije Ćirić","2024-01-24 08:54:14",0.88409,25,dimitrijeciric
1769,11472424,"Amit Krishnaiyer","2024-01-05 19:38:40",0.88409,6,amitkrishnaiyer
1770,11495985,"Sanzhar Samatuly","2024-01-23 16:18:39",0.88409,8,sanzharsamatuly
1771,11461535,"Kaushal Tiwari","2024-01-17 06:05:18",0.88408,16,kaushaltiwari
1772,11502871,"Tanya Jain","2024-01-17 07:53:50",0.88408,3,tanyajain3108
1773,11473987,"Arjun Balakrishnan","2024-01-06 07:44:06",0.88408,2,balkarjun
1774,11462066,"Ken Chang","2024-01-03 08:31:01",0.88407,4,yunyi25
1775,11480373,"Nathaniel Lane","2024-01-27 06:02:14",0.88406,8,nathaniellane
1776,11562574,"Thomas Dittrich","2024-01-27 15:51:42",0.88406,3,thomasdittrich
1777,11466460,just_ravina,"2024-01-27 07:13:57",0.88405,35,justravina
1778,11534575,"Elsa Yovita","2024-01-21 06:32:13",0.88404,3,elsayovita
1779,11488261,Etoilo,"2024-01-12 05:08:45",0.88403,10,etoilo
1780,11466098,"keenan zhuo","2024-01-08 08:35:04",0.88401,1,keenanzhuo
1781,11505724,"Chee Wei Soh","2024-01-13 10:16:09",0.88401,1,cheeweisoh
1782,11485743,"Peter Simone","2024-01-22 11:34:40",0.88401,2,psimone000
1783,11473473,DivineEmperor,"2024-01-07 19:02:24",0.88399,1,pavansai8528
1784,11526810,VakhterkinaAnna,"2024-01-25 18:53:08",0.88398,17,vakhterkinaanna
1785,11474937,"Вадим Кустов","2024-01-07 22:39:26",0.88398,5,wizzvard
1786,11499620,"Tejas Vitthal Adhude","2024-01-18 11:22:48",0.88397,8,tejasvitthaladhude
1787,11486145,"NISHKARSH SHARMA","2024-01-12 02:23:34",0.88396,15,iitm21f1000053
1788,11490854,"kaibalya biswal","2024-01-09 18:09:16",0.88396,1,kaibalyabiswal
1789,11464426,"Chirag Desai","2024-01-14 22:30:12",0.88396,8,cid007
1790,11466562,"graham broughton","2024-01-07 12:54:36",0.88396,1,grahambroughton
1791,11532558,SunShine,"2024-01-23 08:17:43",0.88395,5,khoanguyenthoanh
1792,11464946,IHarg80,"2024-01-13 21:08:21",0.88393,3,iharg80
1793,11464689,Habsburg77,"2024-01-06 17:59:47",0.88392,19,habsburg77
1794,11546502,"Dima Kulbida","2024-01-24 08:22:04",0.88391,2,dimakulbida
1795,11466153,MatthewRalphLee,"2024-01-07 09:09:03",0.88391,1,matthewralphlee
1796,11550009,mohammed.x.2000,"2024-01-24 07:23:05",0.88390,5,mohammedx2000
1797,11489377,QubeBox,"2024-01-09 09:43:44",0.88389,1,qubebox
1798,11474861,Lawrencio,"2024-01-24 10:55:49",0.88387,38,lawrencio
1799,11464259,"Tomas Uždavinys","2024-01-28 08:16:41",0.88386,5,uzdavinys
1800,11461807,Bobamaa,"2024-01-05 11:25:53",0.88385,1,bobamaa
1801,11536148,jv15,"2024-01-27 15:33:13",0.88385,9,jvh15223926
1802,11536282,"Ahmed Mandour","2024-01-20 19:49:08",0.88385,5,ahmedabdelhamied2501
1803,11523188,"kwr media","2024-01-26 23:46:08",0.88385,26,kwrmedia
1804,11480775,"Resul Mamiyev","2024-01-09 10:16:26",0.88384,1,resulmamiyev
1805,11478857,"Loyce Lorenzo","2024-01-13 12:44:55",0.88380,24,loycelorenzo
1806,11483556,"Sachin U","2024-01-17 03:06:15",0.88378,6,nos4a2
1807,11470269,"Toyomu Matsuda","2024-01-24 16:03:36",0.88377,1,toyomumatsuda
1808,11536367,"Junaid Ull Hassan","2024-01-22 08:43:38",0.88376,2,junaidullhassan
1809,11489296,Pulkitt.Arora,"2024-01-09 09:44:29",0.88376,1,pulkittarora
1810,11565179,SnehTShah,"2024-01-27 10:50:02",0.88373,2,snehtshah
1811,11505601,AGRAWALGA,"2024-01-28 11:33:25",0.88372,4,garvitag
